,x,y,z,px,py,pz
0,-0.03260419935818307,0.00690476272752066,0.7341030681734151,0.0,0.0,2.0004772176062886
1,0.03669417847203012,0.011396168517049221,1.579803266759897,0.0,0.0,2.0002291518880186
2,-0.01953958528307842,0.01698505956455796,-2.243568550967123,0.0,0.0,2.000694699914508
3,0.01625701001663627,-0.02454254443844251,1.1816123651627208,0.0,0.0,1.9980394202340261
4,-0.029511462687441637,-0.027919538619593065,2.0809829056266613,0.0,0.0,2.000474641669297
5,-0.030617942783148885,0.039013551426855364,-1.2178554610791825,0.0,0.0,1.9999369564202165
6,0.021721166998613508,0.04366989368267238,0.4013056073406962,0.0,0.0,2.002045058226833
7,-0.004979168625898606,0.0295418085323343,-1.0312344755299152,0.0,0.0,1.9977269554379655
8,0.01862547526278927,0.03181510138424372,0.2472608813272501,0.0,0.0,2.0026500127950086
9,0.014888427154367069,0.04610237672974696,0.943455517095035,0.0,0.0,1.9985937228052695
10,0.03380099785608502,-0.026194420651480803,-0.5904051047645187,0.0,0.0,1.9982287480310954
11,0.042322641146541475,0.017266220059019663,0.7143538784585606,0.0,0.0,2.0003421819580898
12,-0.04292850165699238,-0.01731884796688645,-0.8218990917019386,0.0,0.0,1.9981956815914927
13,-0.016760427549143843,-0.017074452406791847,1.5602072368813262,0.0,0.0,1.9992477616753535
14,-0.042313504663107654,0.006944980627084569,0.847853471795184,0.0,0.0,2.0000431950156896
15,-0.025014306772890443,-0.011480567199195713,-1.3845846221278457,0.0,0.0,1.9980824276645135
16,0.028155665134238558,0.019760265656927376,-1.4554990566254544,0.0,0.0,2.0014743388319145
17,-0.02817828318124922,0.025507619275546897,1.8516034743276508,0.0,0.0,2.0001937097023794
18,0.02493474455529156,0.01965231676207672,1.943382473633621,0.0,0.0,2.0010926029849045
19,-0.04107668280579634,-0.005000548431656866,-2.285621114126788,0.0,0.0,1.997768127309951
20,0.005526312593791146,0.015343866154979763,-1.4533203001132695,0.0,0.0,2.001082412028252
21,0.04399782507803862,0.02272575447108086,-1.40088700255611,0.0,0.0,2.0020665606496997
22,0.02620038784794595,0.029628470723053052,-1.2056607344810832,0.0,0.0,2.002801768216168
23,0.023041172435298553,0.03821091871390537,1.1985996180604475,0.0,0.0,1.9989998951344643
24,0.013265674594365319,-0.03134124632924846,-0.2627312230786476,0.0,0.0,2.0006198361046685
25,0.01913837650335029,-0.0190109237569394,1.8143317107874815,0.0,0.0,1.998271708840239
26,0.02129217676408225,0.013983105969168939,1.0358986730479836,0.0,0.0,2.0027183547429916
27,0.04941056068964828,-0.006273677862728987,0.9571789894348011,0.0,0.0,2.003582862526766
28,0.01675472009820408,0.025353698022924802,0.10306576192924455,0.0,0.0,1.9976493415070347
29,-0.021794534954320603,-0.04401723478957661,2.0802289963722593,0.0,0.0,2.0017759042406134
30,0.018600699536385948,0.0067384096724796465,0.3271806687034444,0.0,0.0,2.0005098445882665
