
         .000      234.460          .000       -60.308        60.308
         .000      234.920          .000       -61.590        61.590
         .000      235.380          .000       -63.598        63.598
         .000      235.840          .000       -66.163        66.163
         .000      236.300          .000       -69.080        69.080
         .000      236.760          .000       -72.139        72.139
         .000      237.220          .000       -75.143        75.143
         .000      237.680          .000       -77.928        77.928
         .000      238.140          .000       -80.370        80.370
         .000      238.600          .000       -82.387        82.387
         .000      239.060          .000       -83.936        83.936
         .000      239.520          .000       -85.008        85.008
         .000      239.980          .000       -85.615        85.615
         .000      240.440          .000       -85.791        85.791
         .000      240.900          .000       -85.577        85.577
         .000      241.360          .000       -85.022        85.022
         .000      241.820          .000       -84.173        84.173
         .000      242.280          .000       -83.079        83.079
         .000      242.740          .000       -81.784        81.784
         .000      243.200          .000       -80.327        80.327
         .000      243.660          .000       -78.745        78.745
         .000      244.120          .000       -77.068        77.068
         .000      244.580          .000       -75.323        75.323
         .000      245.040          .000       -73.533        73.533
         .000      245.500          .000       -71.717        71.717
         .000      245.960          .000       -69.890        69.890
         .000      246.420          .000       -68.064        68.064
         .000      246.880          .000       -66.252        66.252
         .000      247.340          .000       -64.460        64.460
         .000      247.800          .000       -62.697        62.697
         .000      248.260          .000       -60.966        60.966
         .000      248.720          .000       -59.272        59.272
         .000      249.180          .000       -57.618        57.618
         .000      249.640          .000       -56.007        56.007
         .000      250.100          .000       -54.438        54.438
         .000      250.560          .000       -52.914        52.914
         .000      251.020          .000       -51.435        51.435
         .000      251.480          .000       -50.001        50.001
         .000      251.940          .000       -48.611        48.611
         .000      252.400          .000       -47.266        47.266
         .000      252.860          .000       -45.964        45.964
         .000      253.320          .000       -44.705        44.705
         .000      253.780          .000       -43.487        43.487
         .000      254.240          .000       -42.311        42.311
         .000      254.700          .000       -41.174        41.174
         .000      255.160          .000       -40.076        40.076
         .000      255.620          .000       -39.016        39.016
         .000      256.080          .000       -37.992        37.992
         .000      256.540          .000       -37.004        37.004
         .000      257.000          .000       -36.050        36.050
         .000      257.460          .000       -35.130        35.130
         .000      257.920          .000       -34.242        34.242
         .000      258.380          .000       -33.386        33.386
         .000      258.840          .000       -32.560        32.560
         .000      259.300          .000       -31.763        31.763
         .000      259.760          .000       -30.995        30.995
         .000      260.220          .000       -30.255        30.255
         .000      260.680          .000       -29.542        29.542
         .000      261.140          .000       -28.854        28.854
         .000      261.600          .000       -28.192        28.192
         .000      262.060          .000       -27.555        27.555
         .000      262.520          .000       -26.941        26.941
         .000      262.980          .000       -26.350        26.350
         .000      263.440          .000       -25.782        25.782
         .000      263.900          .000       -25.236        25.236
         .000      264.360          .000       -24.712        24.712
         .000      264.820          .000       -24.207        24.207
         .000      265.280          .000       -23.723        23.723
         .000      265.740          .000       -23.259        23.259
         .000      266.200          .000       -22.814        22.814
         .000      266.660          .000       -22.388        22.388
         .000      267.120          .000       -21.979        21.979
         .000      267.580          .000       -21.589        21.589
         .000      268.040          .000       -21.216        21.216
         .000      268.500          .000       -20.860        20.860
         .000      268.960          .000       -20.521        20.521
