,x,y,z,px,py,pz
0,0.009202323536332158,-0.0299794939883723,-0.22310264759170328,0.0,0.0,2.4569939427179976
1,0.005991639929865127,0.009441875400711845,-2.473890803249648,0.0,0.0,2.4157166440261064
2,-0.04126112997272535,0.026997368935070185,-0.6962462693642947,0.0,0.0,2.471346279549576
3,0.0401038265233507,0.022437646870817816,-0.5631868189951504,0.0,0.0,2.4248795340738694
4,0.0034614552944675753,-0.05199083637734964,-0.8498636208549393,0.0,0.0,2.4200138487798686
5,0.0141914981732429,0.008601406511421899,-0.05825472069059301,0.0,0.0,2.4924677391806007
6,-0.04899150157660147,0.0187356895307131,-0.8739294131404037,0.0,0.0,2.4559933805787
7,0.0307917871084506,-0.037573872302170776,-0.6638874890785152,0.0,0.0,2.460483063508398
8,0.021115460522178744,-0.004635183792138369,-0.10060822809404635,0.0,0.0,2.483627472729119
9,-0.01391254225328665,0.008477045759931872,-0.05609743343621609,0.0,0.0,2.483315353285094
10,-0.0016814920732394973,0.001864645327907289,-2.4986967756443184,0.0,0.0,2.5055654855401874
11,-0.027873297086305537,-0.009350081323951697,-2.306428395559902,0.0,0.0,2.4794449731502346
12,-0.05324592375409205,0.006373666665669869,-1.5276524754288134,0.0,0.0,2.503744615038371
13,-0.0056714100281963055,-0.005080850766731767,-2.4879627158504762,0.0,0.0,2.4927222605581885
14,-0.005559211152576449,0.017618259084393323,-2.427371906623533,0.0,0.0,2.479555968558528
15,-0.006804948655535124,-0.0159668273694908,-0.06387299957787951,0.0,0.0,2.43005115208004
16,0.015068773599701522,-0.006572934952121514,-0.05714753716263443,0.0,0.0,2.4571045571275407
17,-0.02587174976358213,0.0285766042124544,-0.3583982702162537,0.0,0.0,2.439257030608116
18,-0.03640637627599997,-0.02952342998434796,-1.9039544555728953,0.0,0.0,2.4792012943663204
19,0.02966770298744389,0.002702548804856849,-2.3007581947261624,0.0,0.0,2.4640109838024093
20,-0.012706875077043154,0.022933294016175852,-0.15116530748280166,0.0,0.0,2.444159649918079
21,0.025788501359184722,0.03768731619478537,-0.5533360947034982,0.0,0.0,2.4435184475381795
22,-0.0005423161533116465,-0.03112009158453175,-2.280587419993105,0.0,0.0,2.4701278899396515
23,0.00885660634776369,0.0542047798639176,-1.1841208378885346,0.0,0.0,2.526447404113721
24,0.015027828849902584,0.03424105953156885,-0.3333512454817198,0.0,0.0,2.4738699871421304
25,-0.0008385977993993538,-0.011387820428143437,-2.472764087741478,0.0,0.0,2.4672372528285007
26,0.03658721308363213,0.00697826191157725,-2.1697330784932967,0.0,0.0,2.4355010497725837
27,0.01732215657659167,0.04931781914560723,-0.8611738858645328,0.0,0.0,2.4721640905570337
28,0.020769152135204402,-0.01764181136597137,-2.3357855088056496,0.0,0.0,2.4737567086304164
29,-0.014407046230437488,-0.05303298754995139,-1.300510055667379,0.0,0.0,2.4867585498673623
30,0.013239384800758223,-0.018440890512055004,-2.38855521558503,0.0,0.0,2.477486495282384
31,-0.03228786955879999,0.018921154260780122,-0.3339799861906867,0.0,0.0,2.5208826580195027
32,-0.010679669284907023,0.0068293379884286146,-0.03365453739354307,0.0,0.0,2.4384330425072087
33,0.015327540042948028,0.01746452859611145,-0.11703764542961426,0.0,0.0,2.4558387082266755
34,0.04521478878079097,0.016022450700209776,-0.6385122003964842,0.0,0.0,2.438651723511248
35,-0.0037523419272367125,-0.008976672583678439,-0.019713448141804424,0.0,0.0,2.469711630776594
36,0.0029329110095589997,0.0252989797503691,-2.357907261601861,0.0,0.0,2.465124887665129
37,-0.0472066372026335,0.011957551561553039,-1.8310143438008604,0.0,0.0,2.4696831683730154
38,0.0425484998621354,-0.02449595588825072,-0.6865775219774384,0.0,0.0,2.4311793550104883
39,0.0005170889900871241,0.054993725852038156,-1.2352231494005985,0.0,0.0,2.4817001057140433
40,0.02985516960279345,-0.01980447307259646,-2.198425101248552,0.0,0.0,2.4619834654867194
41,0.04340813403238538,0.01125888660447452,-1.9737026623687757,0.0,0.0,2.4566642174330315
42,0.008259482906663243,0.05219944470637507,-0.9038293050656698,0.0,0.0,2.4112167255096955
43,-0.0010171653434316167,0.002540846859544633,-0.0015485890238173816,0.0,0.0,2.4808526061404597
44,-0.002517335917225367,-0.00680181907216077,-0.010915786303889785,0.0,0.0,2.4888233458754745
45,0.00810784257581848,0.019076534286854366,-2.407831028377128,0.0,0.0,2.455324679791445
46,0.009949708440662798,-0.0070451609344987275,-0.031095658352469968,0.0,0.0,2.468978291341945
47,-0.0010774911508334144,-0.01327537066766691,-2.4627941294556592,0.0,0.0,2.4583129196443014
48,0.010597547895411468,0.0030743242705938262,-0.025415294530558574,0.0,0.0,2.455561735325551
49,0.0005437178896145428,0.002420546178019679,-0.0012722741137691784,0.0,0.0,2.450832019244503
50,-0.0012352995757318663,0.054985977596522656,-1.2529018653968076,0.0,0.0,2.4638343801634948
51,-0.0021125366986326417,-0.002644153694067111,-2.4976311521054892,0.0,0.0,2.428979841937596
52,0.019567631574057796,0.013043521369122263,-2.379976217678131,0.0,0.0,2.458316421622396
53,-0.011950722249153852,-0.03655508874770182,-2.1435910826093894,0.0,0.0,2.4746061821215686
54,-0.007962352672019925,-0.013260697886323692,-0.05044885471611771,0.0,0.0,2.516149595620074
55,0.0102799435912202,0.0010426978190189776,-0.022256920724680995,0.0,0.0,2.446725862392988
56,0.012345523434838017,-0.03699605040430009,-0.3686387355269055,0.0,0.0,2.460115735540307
57,0.000268972229854601,0.002637540279844061,-0.0014531100636570038,0.0,0.0,2.4615003232162462
58,0.031197627578318617,-0.03259242346639764,-1.9648953739521,0.0,0.0,2.4305038004326938
59,-0.006566889995392043,-0.014631494651029496,-2.445678193749867,0.0,0.0,2.4670640703130022
60,-0.021070182312254562,0.0360796630946868,-2.0628949543253983,0.0,0.0,2.4560069603535077
61,0.003013976468544401,-0.005525327921902762,-0.008211538439112598,0.0,0.0,2.450548905046115
62,-0.038248769930905424,-0.03481885080335583,-1.6749934537088884,0.0,0.0,2.4796041741492125
63,-0.04479271593073907,-0.00026496227814333664,-0.5246679320823971,0.0,0.0,2.4905566732425704
64,-0.0002823790874837899,0.004018167085559312,-2.496643136248177,0.0,0.0,2.399519197236745
65,-0.04885680463946746,-0.022362001799650377,-0.9830599667143781,0.0,0.0,2.4670448099362776
66,-0.028254972649832604,0.027115770113709563,-0.37230593852623384,0.0,0.0,2.4933167684981243
67,-0.02869683947206456,0.030890942279590928,-0.44735680411944134,0.0,0.0,2.4917335055763052
68,-0.011585917174023415,0.04361126475938005,-0.5353278690083982,0.0,0.0,2.4240464446320202
69,0.003384614192114153,-0.048221887315865825,-0.6537851962731063,0.0,0.0,2.476647615911824
70,-0.01418850691652827,-0.046991862466783184,-0.6861752819380786,0.0,0.0,2.457199375944077
71,-0.045912004673211215,-0.009518780663690022,-1.9033767349947766,0.0,0.0,2.4339001112629375
72,0.008656191139246375,0.0005589532088673294,-0.015643774068677452,0.0,0.0,2.4958381567529364
73,0.0439973504834328,-0.03251914435884217,-1.1219617167941516,0.0,0.0,2.444210866344845
